"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria","NA"
303,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Kelletia kelletii","","Kellet's whelk","species","adult","Hopkins Marine Life Refuge, Monterey Bay","N36 °37.27'","W121 °54.10′",36.6212,"Paper","-121.9017","Paper","1980","","",NA,"""Point Conception was the historic northern range limit for K. kelletii""","","","Long-term monitoring site","Include"
304,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
305,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
306,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
307,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
308,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
309,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
310,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
311,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
312,"Forwards","AF","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
313,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
314,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
315,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
316,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
317,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Orange County","33.5","",33.5,"Paper","","","1937","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
317,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Orange County","33.5","",33.5,"Paper","","","1955","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
317,"Forwards","AF","Inconclusive","The years are unclear - JKS",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Thousand Steps Beach, CA","33.49°N","− 117.739",33.49,"Paper","-117.739","Paper","2003","","",NA,"Baja California; Prior to the 1970s, the northern range limit of M. l. lugubris was located near Ensenada (Radwin 1974; Becker 2005), approximately two degrees south of its contemporary northern limit. ","","This does not make it clear that they recorded a range extension, but paper 344 says it was, so I'm updating this row so it's attributed to the right source paper. The longitude is also from paper 344; this paper only reported latitude. Date of survey is not recorded but could ask the author. ","","Inconclusive"
318,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
319,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
320,"Forwards","AF","Exclude","",NA,NA,TRUE,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
321,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
322,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
323,"Forwards","AF","Exclude","Range extensions reported but no years attached",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
324,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
325,"Forwards","AF","Inconclusive","Species extensions are not estimated to the year",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","had some tropical species with poleward range extensions, but all within Baja","","Exclude"
326,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
327,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
328,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
329,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
330,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
331,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
332,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
333,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
334,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
335,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
336,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
337,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
338,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
339,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
340,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
341,"Forwards","AF","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
342,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Eurypon reiswigi","","sponge","","","Kuchenin Pt, Sechelt Inlet, British Columbia","49° 37.060' N","123° 48.229' W",49.6177,"Paper","-123.8038","Paper","2012","","",NA,"Mexico","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic","Include"
342,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Eurypon scruposus","","sponge","","","Christie Islet, Howe Sd, British Columbia","49° 29.919' N","123° 17.985' W",49.4987,"Paper","-123.2998","Paper","2011","","",NA,"Mexico","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic","Include"
342,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Oceanapia polytuba","","sponge","","","Execution Rock Cave, Barkley Sd, British Columbia","48° 49.9' N","125° 10.7' W",48.8317,"Paper","-125.1783","Paper","1975","","",NA,"Gulf of California","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic","Include"
342,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Oceanapia flava","","sponge","","","Sakinaw Rock, Sechelt Inlet, British Columbia","49° 34.005' N","123° 48.194' W",49.5668,"Paper","-123.8032","Paper","2016","","",NA,"Gulf of California","","other records after this; I wrote down the first year. opportunistic survey (may have been present but unseen earlier).","Opportunistic","Include"
343,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
344,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","San Diego, CA","","",32.663501,"Google Maps","","","1974","","",NA,"""Native to Baja California, Mexico""","","","Long-term monitoring site","Include"
344,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Thousand Steps Beach, CA","33.493","− 117.739",33.493,"Paper","−117.739","Paper","2003","","",NA,"""Native to Baja California, Mexico""","","Duplicate of record from paper 317","Opportunistic","Include"
344,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Heisler Park","33.543","− 117.793",33.543,"Paper","−117.793","Paper","2013","","",NA,"""Native to Baja California, Mexico""","","","Long-term monitoring site","Include"
344,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Leo Carillo Beach","34.044","− 118.937",34.044,"Paper","−118.937","Paper","2017","","",NA,"""Native to Baja California, Mexico""","","unverified iNaturalist reference","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
345,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
346,"Forwards","AF","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
347,"Forwards","AF","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
348,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Nyctiphanes simplex","","euphausiid","species","","Seaside, Oregon ","46° N","",46,"Paper","","","1983","","",NA,"""a neritic species whose normal range extends from Baja into southern California (~34° N)""","Brinton & Townsend 1980, 2003","","Long-term monitoring site","Include"
348,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Nyctiphanes simplex","","euphausiid","species","","Vancouver Island, British Columbia, Canada","48 to 51° N","",48,"Paper","","","1998","","",NA,"""a neritic species whose normal range extends from Baja into southern California (~34° N)""","Tanasichuk & Cooper (2002) and Mackas & Galbraith (2002)","","Long-term monitoring site","Include"
348,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Euphausia recurva","","euphausiid","species","","Newport Line Station NH25","44°40’N","46 km offshore",44.6667,"Paper","-124.65","https://globec.whoi.edu/nep/reports/ccs_cruises/jul01cr.pdf","1998","","",NA,"""typically restricted to offshore Transition Zone waters""","(Brinton 1962, Brinton & Townsend 2003) ","not sure if this counts as a poleward range extension (it's really shoreward)","Long-term monitoring site","Include"
348,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Euphausia mutica","","euphausiid","species","","Newport Line Station NH25","44°40’N","46 km offshore",44.6667,"Paper","-124.65","https://globec.whoi.edu/nep/reports/ccs_cruises/jul01cr.pdf","1998","","",NA,"""typically restricted to offshore Transition Zone waters""","(Brinton 1962, Brinton & Townsend 2003) ","not sure if this counts as a poleward range extension (it's really shoreward)","Long-term monitoring site","Include"
348,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Sagitta pseudoserratodentata","","chaetognath","species","","Newport Line Station NH15","44°40’N","28 km offshore",44.6667,"Paper","-124.41","https://globec.whoi.edu/nep/reports/ccs_cruises/jul01cr.pdf","1998","","",NA,"""resides in Pacific Central waters and offshore of California to 43° N""","Bieri 1959, Alvariño 1965","","Long-term monitoring site","Include"
348,"Forwards","AF","Include","",NA,NA,NA,"",NA,"","Centropages bradyi","","copepod","species","","103 km off the Columbia River (Stn CR55)","46° 16.0’ N","125° 25.2’ W",46.2667,"Paper","-125.42","Paper","1997","","",NA,"""a warm-water copepod that is rare off Oregon... This is the most nearshore and northerly collection reported to date""","","collected at >2000m depth","Long-term monitoring site","Include"
349,"Forwards","JKS","Inconclusive","First time to survey site with unclear locations and years",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
350,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
351,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
352,"Forwards","JKS","Exclude","",NA,NA,NA,"",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
353,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
354,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
355,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
356,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
357,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
358,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
359,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
360,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
361,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
362,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
363,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
364,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
365,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","49°02’00”","125°41’33”",49.0333,"Paper","-125.6925","Paper","2016","May","28",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Karluk, Kodiak Island, AK","","",57.58193,"Google Maps","-154.460353","Google Maps","1903","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Columbia River to Kalaloch Beach, WA","","",47.604594,"Google Maps","","","1941","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Columbia River to Kalaloch Beach, WA","","",47.604594,"Google Maps","","","1942","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Fraser River, BC","","",49.110317,"Google Maps","","","1957","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"same location as 2016 time point from Paper","","","1958","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"same location as 2016 time point from Paper","","","1959","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"same location as 2016 time point from Paper","","","1960","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"same location as 2016 time point from Paper","","","1961","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Kyuquot Sound, BC","","",50.029345,"Google Maps","","","1983","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps","","","2006","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps","","","2007","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps","","","2008","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
366,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps","","","2015","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
367,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
368,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
369,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
370,"Forwards","TVT","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
371,"Forwards","TVT","Exclude","references papers with extensions that we have in our review already",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
372,"Forwards","TVT","Exclude","",NA,NA,NA,"TRUE",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
373,"Forwards","JKS","Exclude","",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
374,"Forwards","JKS","Include","",NA,NA,NA,"",NA,"","Uca princeps","Smith, 1870","Mexican fiddler crab; princely fiddler crab","species","","Bolsa Chica Ecological Reserve in Huntington Beach","33.7","-118.05",33.7,"Paper","-118.05","Paper","2018","July","8",NA,"ranging along the Pacific coast of the Americas from the Sechura Bay in Northern Peru to Mexico; Over the last 30 years our recognition of the northern edge of the species range along the Pacific Coast of Baja California, Mexico has gradually extended from Bahía Tortugas, Baja California Sur (27.67°N, 114.87°W) in 1989 (Campos & Campos, 1989) to Ensenada, Baja California (31.85°N, 116.63°W) today (E. Campos, personal communication).","(Rosenberg, 2014; www.fiddlercrab.info).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
375,"Forwards","JKS","Exclude","",NA,NA,NA,"TRUE",TRUE,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Exclude"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Acanthinucella spirata","","Angular Unicorn Snail","species","","Bodega Harbor, CA","38.322295","-123.04954",38.322295,"Paper","-123.04954","Paper","1949","","",NA,"Tomales Bay","Morris et al. 1980, Hellberg et al. 2001","May have been confused with a cosmopoliton species","Opportunistic","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Acanthinucella spirata","","Angular Unicorn Snail","species","","Devil's Gate at Cape Mondocino","40.396","-124.378",40.396,"Paper","-124.378","Paper","2017","June","",NA,"Tomales Bay","Morris et al. 1980, Hellberg et al. 2001","May have been confused with a cosmopoliton species","Opportunistic","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Anthopleura sola","Pearse and Francis 2000","Sunburst Sea Anemone","species","","Bruhel Point, CA","39.60206","-123.78892",39.60206,"Paper","-123.78892","Paper","2018","May","",NA,"Bodega Marine Reserve, CA","McFadden et al. 1997","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Hippopodius hippopus","","Siphonophore","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper","-123.07265","Paper","2015","March","29",NA,"Point Conception, CA","Haddock and Case 1999","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper","-123.07265","Paper","2015","April","26",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper","-123.07265","Paper","2016","February","19",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Mad River Beach, CA","40.916195","-124.140865",40.916195,"Paper","-124.140865","Paper","2017","December","",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Mad River Beach, CA","40.916195","-124.140865",40.916195,"Paper","-124.140865","Paper","2018","March","",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Chrysaora colorata","","Purple-striped Jellyfish","species","","Bodega Bay, CA","38.305175","-123.05303",38.305175,"Paper","-123.05303","Paper","1972","Summer","",NA,"Monterey Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Chrysaora colorata","","Purple-striped Jellyfish","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper","-123.07265","Paper","1973","July","20",NA,"Monterey Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Chrysaora colorata","","Purple-striped Jellyfish","species","","Mad River Beach, CA","40.916195","-124.140865",40.916195,"Paper","-124.140865","Paper","2006","October","",NA,"Bodega Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Chrysaora colorata","","Purple-striped Jellyfish","species","","Humboldt Bay, CA","40.76099","-124.2343",40.76099,"Paper","-124.2343","Paper","2014","August","29",NA,"Bodega Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Chrysaora colorata","","Purple-striped Jellyfish","species","","Arcadia Beach, OR","45.84735","-123.96122",45.84735,"Paper","-123.96122","Paper","2017","February","",NA,"Bodega Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Cestum veneris","","Venus' Girdle Ctenophore","species","","Rainy Bay, Barkley Sound, BC","48.96887","-125.022978",48.96887,"Paper","-125.022978","Paper","2014","April","1",NA,"Monterey Bay, CA","Harbison et al. 1978, Wrobel and Mills 1998","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Cestum veneris","","Venus' Girdle Ctenophore","species","","Pill Point, Barkley Sound","48.966325","-125.083175",48.966325,"Paper","-125.083175","Paper","2016","January","",NA,"Monterey Bay, CA","Harbison et al. 1978, Wrobel and Mills 1998","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
