"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_california","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria"
343,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
344,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","San Diego, CA","","",32.663501,"Google Maps",-117.149846084033,"R generated","1974","","",NA,"""Native to Baja California, Mexico""","","","Long-term monitoring site"
344,"Forwards","AF","Include","The years are unclear - JKS",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Thousand Steps Beach, CA","33.493","− 117.739",33.493,"Paper",-117.742847466044,"R generated","2003","","",NA,"""Native to Baja California, Mexico""","","Duplicate of record from paper 317","Opportunistic"
344,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Heisler Park","33.543","− 117.793",33.543,"Paper",-117.796795218415,"R generated","2013","","",NA,"""Native to Baja California, Mexico""","","","Long-term monitoring site"
344,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Mexacanthina lugubris","","Dark unicorn whelk","species","adult","Leo Carillo Beach","34.044","− 118.937",34.044,"Paper",-120.430191700117,"R generated","2017","","",NA,"""Native to Baja California, Mexico""","","unverified iNaturalist reference","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
345,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
346,"Forwards","AF","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
347,"Forwards","AF","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
348,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Nyctiphanes simplex","","euphausiid","species","","Seaside, Oregon ","46° N","",46,"Paper",-123.92667729486,"R generated","1983","","",NA,"""a neritic species whose normal range extends from Baja into southern California (~34° N)""","Brinton & Townsend 1980, 2003","","Long-term monitoring site"
348,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Nyctiphanes simplex","","euphausiid","species","","Vancouver Island, British Columbia, Canada","48 to 51° N","",48,"Paper",-122.20909968173,"R generated","1998","","",NA,"""a neritic species whose normal range extends from Baja into southern California (~34° N)""","Tanasichuk & Cooper (2002) and Mackas & Galbraith (2002)","","Long-term monitoring site"
348,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Euphausia recurva","","euphausiid","species","","Newport Line Station NH25","44°40’N","46 km offshore",44.6667,"Paper",-124.65,"https://globec.whoi.edu/nep/reports/ccs_cruises/jul01cr.pdf","1998","","",NA,"""typically restricted to offshore Transition Zone waters""","(Brinton 1962, Brinton & Townsend 2003) ","not sure if this counts as a poleward range extension (it's really shoreward)","Long-term monitoring site"
348,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Euphausia mutica","","euphausiid","species","","Newport Line Station NH25","44°40’N","46 km offshore",44.6667,"Paper",-124.65,"https://globec.whoi.edu/nep/reports/ccs_cruises/jul01cr.pdf","1998","","",NA,"""typically restricted to offshore Transition Zone waters""","(Brinton 1962, Brinton & Townsend 2003) ","not sure if this counts as a poleward range extension (it's really shoreward)","Long-term monitoring site"
348,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Sagitta pseudoserratodentata","","chaetognath","species","","Newport Line Station NH15","44°40’N","28 km offshore",44.6667,"Paper",-124.41,"https://globec.whoi.edu/nep/reports/ccs_cruises/jul01cr.pdf","1998","","",NA,"""resides in Pacific Central waters and offshore of California to 43° N""","Bieri 1959, Alvariño 1965","","Long-term monitoring site"
348,"Forwards","AF","Include","",NA,NA,NA,NA,NA,"Centropages bradyi","","copepod","species","","103 km off the Columbia River (Stn CR55)","46° 16.0’ N","125° 25.2’ W",46.2667,"Paper",-125.42,"Paper","1997","","",NA,"""a warm-water copepod that is rare off Oregon... This is the most nearshore and northerly collection reported to date""","","collected at >2000m depth","Long-term monitoring site"
349,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
350,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
351,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
352,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
353,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
354,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
355,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
356,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
357,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
358,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
359,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
360,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
361,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
362,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
363,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
364,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
365,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","49°02’00”","125°41’33”",49.0333,"Paper",-125.6925,"Paper","2016","May","28",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Karluk, Kodiak Island, AK","","",57.58193,"Google Maps",-154.460353,"Google Maps","1903","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Columbia River to Kalaloch Beach, WA","","",47.604594,"Google Maps",-122.97650711089,"R generated","1941","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Columbia River to Kalaloch Beach, WA","","",47.604594,"Google Maps",-122.97650711089,"R generated","1942","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Fraser River, BC","","",49.110317,"Google Maps",-123.069991450524,"R generated","1957","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"2016 time point from Paper",-125.703826637543,"R generated","1958","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"2017 time point from Paper",-125.703826637543,"R generated","1959","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"2018 time point from Paper",-125.703826637543,"R generated","1960","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Wickanninish Beach, BC","","",49.0333,"2019 time point from Paper",-125.703826637543,"R generated","1961","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Kyuquot Sound, BC","","",50.029345,"Google Maps",-124.972550228271,"R generated","1983","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps",-123.007320808685,"R generated","2006","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps",-123.007320808685,"R generated","2007","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps",-123.007320808685,"R generated","2008","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
366,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Emerita analoga","Pacific sand crab","","species","adult and juvenile (molts)","Olympic National Park Beaches, WA","","",47.577678,"Google Maps",-123.007320808685,"R generated","2015","","",NA,"In California and Oregon it is abundant and persistent, although its Oregon population appears to be largely supplied by recruitment from California","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
367,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
368,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
369,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
370,"Forwards","TVT","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
371,"Forwards","TVT","Exclude","",NA,NA,NA,NA,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
372,"Forwards","TVT","Exclude","",NA,NA,NA,TRUE,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
373,"Forwards","JKS","Exclude","",NA,TRUE,NA,NA,NA,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
374,"Forwards","JKS","Include","",NA,NA,NA,NA,NA,"Uca princeps","Smith, 1870","Mexican fiddler crab; princely fiddler crab","species","","Bolsa Chica Ecological Reserve in Huntington Beach","33.7","-118.05",33.7,"Paper",-118.05,"Paper","2018","July","8",NA,"ranging along the Pacific coast of the Americas from the Sechura Bay in Northern Peru to Mexico; Over the last 30 years our recognition of the northern edge of the species range along the Pacific Coast of Baja California, Mexico has gradually extended from Bahía Tortugas, Baja California Sur (27.67°N, 114.87°W) in 1989 (Campos & Campos, 1989) to Ensenada, Baja California (31.85°N, 116.63°W) today (E. Campos, personal communication).","(Rosenberg, 2014; www.fiddlercrab.info).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
375,"Forwards","JKS","Exclude","",NA,NA,NA,TRUE,TRUE,"","","","","","","","",NA,"",NA,"","","","",NA,"","","",""
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Acanthinucella spirata","","Angular Unicorn Snail","species","","Bodega Harbor, CA","38.322295","-123.04954",38.322295,"Paper",-123.04954,"Paper","1949","","",NA,"Tomales Bay","Morris et al. 1980, Hellberg et al. 2001","May have been confused with a cosmopoliton species","Opportunistic"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Acanthinucella spirata","","Angular Unicorn Snail","species","","Devil's Gate at Cape Mondocino","40.396","-124.378",40.396,"Paper",-124.378,"Paper","2017","June","",NA,"Tomales Bay","Morris et al. 1980, Hellberg et al. 2001","May have been confused with a cosmopoliton species","Opportunistic"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Anthopleura sola","Pearse and Francis 2000","Sunburst Sea Anemone","species","","Bruhel Point, CA","39.60206","-123.78892",39.60206,"Paper",-123.78892,"Paper","2018","May","",NA,"Bodega Marine Reserve, CA","McFadden et al. 1997","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Hippopodius hippopus","","Siphonophore","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper",-123.07265,"Paper","2015","March","29",NA,"Point Conception, CA","Haddock and Case 1999","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper",-123.07265,"Paper","2015","April","26",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper",-123.07265,"Paper","2016","February","19",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Mad River Beach, CA","40.916195","-124.140865",40.916195,"Paper",-124.140865,"Paper","2017","December","",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Physophora hydrostatica","Alvariño 1971","Hula Skirt Siphonophore","species","","Mad River Beach, CA","40.916195","-124.140865",40.916195,"Paper",-124.140865,"Paper","2018","March","",NA,"Monterey Bay, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Chrysaora colorata","","Purple-striped Jellyfish","species","","Bodega Bay, CA","38.305175","-123.05303",38.305175,"Paper",-123.05303,"Paper","1972","Summer","",NA,"Monterey Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Chrysaora colorata","","Purple-striped Jellyfish","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper",-123.07265,"Paper","1973","July","20",NA,"Monterey Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Chrysaora colorata","","Purple-striped Jellyfish","species","","Mad River Beach, CA","40.916195","-124.140865",40.916195,"Paper",-124.140865,"Paper","2006","October","",NA,"Bodega Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Chrysaora colorata","","Purple-striped Jellyfish","species","","Humboldt Bay, CA","40.76099","-124.2343",40.76099,"Paper",-124.2343,"Paper","2014","August","29",NA,"Bodega Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Chrysaora colorata","","Purple-striped Jellyfish","species","","Arcadia Beach, OR","45.84735","-123.96122",45.84735,"Paper",-123.96122,"Paper","2017","February","",NA,"Bodega Bay, CA","Wrobel and Mills 1998, Mills and Larson 2007; Morandini and Marques 2010","Not sure if historical range edge is Monterey or Bodega","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Cestum veneris","","Venus' Girdle Ctenophore","species","","Rainy Bay, Barkley Sound, BC","48.96887","-125.022978",48.96887,"Paper",-125.022978,"Paper","2014","April","1",NA,"Monterey Bay, CA","Harbison et al. 1978, Wrobel and Mills 1998","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Cestum veneris","","Venus' Girdle Ctenophore","species","","Pill Point, Barkley Sound","48.966325","-125.083175",48.966325,"Paper",-125.083175,"Paper","2016","January","",NA,"Monterey Bay, CA","Harbison et al. 1978, Wrobel and Mills 1998","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Hespererato vitellina","","Appleseed Erato Snail","species","","Shell Beach, CA","38.41743","-123.10728",38.41743,"Paper",-123.10728,"Paper","2016","February","6",NA,"Bodega Marine Reserve, CA","Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Thylacodes squamigerus","","Scaled Tube Snail","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper",-123.07411,"Paper","2001","","",NA,"Bodega Marine Reserve, CA","Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Thylacodes squamigerus","","Scaled Tube Snail","species","","Salt Point State Park, CA","38.565245","-123.33385",38.565245,"Paper",-123.33385,"Paper","2017","February","25",NA,"Bodega Marine Reserve, CA","Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Creseis virgula","Bé and Gilmer 1977","Curved Needle Pteropod","species","","Point Conception, CA","34.448789","-120.47157",34.448789,"Paper",-120.47157,"Paper","1950","April","",NA,"off Central California","","","Long-term monitoring site"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Creseis virgula","Bé and Gilmer 1977","Curved Needle Pteropod","species","","Bodega Line Station 4","38.194175","-123.4",38.194175,"Paper",-123.4,"Paper","2014","November","4",NA,"off Central California","","","Long-term monitoring site"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Hyalocylis striata","Tesch 1946, Tesch 1948, McGowan 1967, Bé and Gilmer 1977","Striated Sea Butterfly","species","","Bodega Line Station 4","38.194175","-123.4",38.194175,"Paper",-123.4,"Paper","2014","November","4",NA,"Baja California, Mexico","","32 km offshore from BLM sample","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Berthella strongi","","Strong's Sidegill","species","","MacKerricher State Park, CA","39.536724","-123.772568",39.536724,"Paper",-123.772568,"Paper","2016","July","4",NA,"Moss Beach, CA","Bertsch et al. 1972","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Anteaeolidiella oliviae","","Olive's Nudibranch","species","","Fort Bragg, CA","39.4513","-123.8139",39.4513,"Paper",-123.8139,"Paper","2015","February","16",NA,"Duxbury Reef, CA","Gosliner and Williams 1970","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Whiskey Creek, OR","42.2227","-124.383",42.2227,"Paper",-124.383,"Paper","2017","May","",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Whiskey Creek, OR","42.2227","-124.383",42.2227,"Paper",-124.383,"Paper","2016","July","8",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper",-123.07411,"Paper","2014","July","15",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper",-123.07411,"Paper","2015","February","16",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla fulva","","White-spotted Dorid","species","","Whiskey Creek, OR","42.2227","-124.383",42.2227,"Paper",-124.383,"Paper","2015","June","",NA,"Abalone Beach, CA","Jaeckle 1984","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla fulva","","White-spotted Dorid","species","","Netarts Bay, OR","45.42947","-123.94776",45.42947,"Paper",-123.94776,"Paper","2016","June","",NA,"Abalone Beach, CA","Jaeckle 1984","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Doriopsilla fulva","","White-spotted Dorid","species","","Netarts Bay, OR","45.42947","-123.94776",45.42947,"Paper",-123.94776,"Paper","2017","June","",NA,"Abalone Beach, CA","Jaeckle 1984","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Janolus barbarensis","","Janolus Nudibranch","species","","Bodega Harbor, CA","38.322295","-123.04954",38.322295,"Paper",-123.04954,"Paper","2015","September","11",NA,"San Francisco Bay, CA","Goddard et al. 2016; Jaeckle 1983","Morro Bay or SFB for historical","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Okenia angelensis","","Los Angeles Okenia","species","","San Francisco Bay, CA","37.84328","-122.39656",37.84328,"Paper",-122.39656,"Paper","1964","September","",NA,"southern species","Lance 1966","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Okenia angelensis","","Los Angeles Okenia","species","","Pillar Point Harbor, CA","37.501618","-122.483152",37.501618,"Paper",-122.483152,"Paper","2015","July","",NA,"southern species","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Okenia angelensis","","Los Angeles Okenia","species","","Miwok Beach, CA","38.36147","-123.069915",38.36147,"Paper",-123.069915,"Paper","2017","May","4",NA,"southern species","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Phidiana hiltoni","","Hilton's Nudibranch","species","","Dillon Beach, CA","38.2542","-122.969385",38.2542,"Paper",-122.969385,"Paper","2014","April","9",NA,"Duxbury Reef, CA","Goddard et al. 2011","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Phidiana hiltoni","","Hilton's Nudibranch","species","","Pinnacle Gulch, CA","38.305185","-123.077205",38.305185,"Paper",-123.077205,"Paper","2015","November","25",NA,"Duxbury Reef, CA","Goddard et al. 2011","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Panulirus interruptus","","Spiny Lobster","species","","San Francisco Bay, CA","37.84328","-122.39656",37.84328,"Paper",-122.39656,"Paper","1940","March","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Panulirus interruptus","","Spiny Lobster","species","","Bodega Harbor, CA","38.322295","-123.04954",38.322295,"Paper",-123.04954,"Paper","2001","","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Panulirus interruptus","","Spiny Lobster","species","larvae","Point Delgada, CA","40.021645","-124.069105",40.021645,"Paper",-124.069105,"Paper","2005","","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
376,"Backwards","JKS","Include","",NA,NA,NA,NA,NA,"Panulirus interruptus","","Spiny Lobster","species","larvae","Point Delgada, CA","40.021645","-124.069105",40.021645,"Paper",-124.069105,"Paper","2014","","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)"
