"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LFZTYPK5","journalArticle","2022","Dan, Ya Ting; Liu, Bi Lin; Chen, Xin Jun; Qian, Wei Guo","Long‐term series variation in fishery biology of <span style=""font-variant:small-caps;""> <i>Dosidicus gigas</i> </span> off Peru: Response to climate variability from 2008 to 2020","Fisheries Oceanography","","1054-6006, 1365-2419","10.1111/fog.12613","https://onlinelibrary.wiley.com/doi/10.1111/fog.12613","Abstract                            As a cephalopod with a short life cycle, the                                Dosidicus gigas                              (jumbo flying squid) is extremely sensitive to climate variability and marine environment changes in terms of individual growth and resource changes. Based on 7514                                D. gigas                              samples collected off Peru from 2008 to 2020, the fishery biological characteristics such as size, sexual maturity, and size‐at‐maturity were analyzed to explore the impacts of climate variability on individual growth. The results showed that there were significant differences in the relationship between mantle length and body weight and in the composition of sexual maturity between male and female individuals in different years (               P                < .05). La Niña events were conducive to the individual growth of                                D. gigas                              and slowed down their sexual maturity, producing                                D. gigas                              groups in medium and large sizes; El Niño events inhibited the individual growth of                                D. gigas                              and accelerated their sexual maturity, producing                                D. gigas                              groups in a smaller size. From 2008 to 2020, the mantle length of the small‐size group decreased by 46 mm, while that of the medium‐size group increased by 28 mm. Size‐at‐maturity of female                                D. gigas                              decreased by 201.2 mm and that of male                                D. gigas                              decreased by 143 mm. The study concluded that the changes in the marine environment caused by climate variability from 2008 to 2020 have had a significant impact on the population structure, growth, and development of the                                D. gigas                              off Peru.","2022-11","2025-02-21 22:53:54","2025-02-21 22:53:54","2025-02-21 22:53:54","629-640","","6","31","","Fisheries Oceanography","Long‐term series variation in fishery biology of <span style=""font-variant","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RSHFVYFJ","journalArticle","1991","Gillespie, Graham E.","Range extensions and records of rare fishes from the coastal waters of British Columbia","The Canadian field-naturalist","","0008-3550","10.5962/p.357966","https://www.biodiversitylibrary.org/part/357966","","1991","2025-02-21 22:53:55","2025-02-21 22:53:55","2025-02-21 22:53:55","124-126","","1","105","","","","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/VCJTWM8F/Range extensions and records of rare fishes from t - Gillespie - 1991.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMEVMHQD","journalArticle","2020","Schram, Jb; Sorensen, Hl; Brodeur, Rd; Galloway, Awe; Sutherland, Kr","Abundance, distribution, and feeding ecology of Pyrosoma atlanticum in the Northern California Current","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps13465","https://www.int-res.com/abstracts/meps/v651/p97-110/","During 2016-2018, unprecedented aggregations of the colonial pelagic tunicate               Pyrosoma atlanticum               were observed in the Northern California Current (NCC). Pyrosomes are common in tropical and sub-tropical ocean waters, but little is known about their abundance, distribution, and trophic ecology in mid-latitude systems. To assess these factors, pyrosomes were collected during cruises in the NCC in May and August 2017. A generalized additive model (GAM) was used to identify relationships between               in situ               environmental variables (temperature, salinity, fluorescence) and distribution and abundance patterns of pyrosomes in May 2017. Fatty acid (FA) profiles were then characterized as diet indicators, and bulk stable isotope analysis of carbon and nitrogen was used to examine spatial variations in potential food sources and trophic level. The GAM identified sea surface temperature and surface salinity as significant variables related to pyrosome densities. The most abundant FA in the pyrosomes was docosahexanoic acid (22:6ω3), which serves in pelagic systems as a biomarker for dinoflagellates. Common FA biomarkers for bacteria, carnivory, and dinoflagellates differed by latitude, suggesting that pyrosomes have different diets over a broad latitudinal range. The δ               15               N values of               P. atlanticum               indicate that pyrosomes may be feeding at a relatively low trophic level compared to other zooplankton groups in this region. Offshore pyrosomes had lower δ               13               C values than those collected on the shelf, suggesting incorporation of nearshore carbon in pyrosome tissues. Previously documented rapid reproduction and growth of pyrosomes coupled with efficient feeding behavior for common NCC plankters may support their continued presence in this mid-latitude region.","2020-10-01","2025-02-21 22:53:58","2025-02-21 22:53:58","2025-02-21 22:53:58","97-110","","","651","","Mar. Ecol. Prog. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R79D3L6M","journalArticle","2013","Kuo, Evelyne S. L.; Sanford, Eric","Northern Distribution of the Seaweed Limpet <i>Lottia insessa</i> (Mollusca: Gastropoda) along the Pacific Coast","Pacific Science","","0030-8870, 1534-6188","10.2984/67.2.12","http://www.bioone.org/doi/10.2984/67.2.12","","2013-04","2025-02-21 22:53:59","2025-02-21 22:53:59","2025-02-21 22:53:59","303-313","","2","67","","Pacific Science","Northern Distribution of the Seaweed Limpet <i>Lottia insessa</i> (Mollusca","","","","","","","en","http://www.bioone.org/page/resources/researchers/rights_and_permissions","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQIEGLHR","journalArticle","2023","Granja-Fernández, Rebeca; Maya-Alvarado, Brenda; Rodríguez-Zaragoza, Fabián A.; López-Pérez, Andrés","Ophiuroidea (Echinodermata) diversity partitioning across the eastern tropical Pacific","Regional Studies in Marine Science","","23524855","10.1016/j.rsma.2023.102835","https://linkinghub.elsevier.com/retrieve/pii/S2352485523000245","","2023-06","2025-02-21 22:54:00","2025-02-21 22:54:00","2025-02-21 22:54:00","102835","","","60","","Regional Studies in Marine Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G87HAE92","journalArticle","2009","Smith, Wd; Bizzarro, Jj; Cailliet, Gm","The artisanal elasmobranch fishery on the east coast of Baja California, Mexico: Characteristics and management considerations","Ciencias Marinas","","2395-9053, 0185-3880","10.7773/cm.v35i2.1534","https://www.cienciasmarinas.com.mx/index.php/cmarinas/article/view/1534","The Mexican elasmobranch fishery ranks among the most important in the world, but details associated with fishing effort and species composition are generally unavailable, particularly for the extensive artisanal fishery. Seasonal surveys were conducted during 1998–1999 in the state of Baja California to determine the extent and activities of the artisanal elasmobranch fishery along its Gulf of California coast. Artisanal fishermen were highly opportunistic, and temporally switched targets depending on the local abundance of teleost, invertebrate, and elasmobranch fisheries resources. At least 17 species of shark, 13 species of ray, and 2 species of skate were identified among the 4495 specimens observed. Small, coastal sharks and rays were typically landed with bottom set gillnets during all surveyed seasons (spring–autumn) and large sharks were targeted with surface set (drift) gillnets during summer and autumn. Sharks and rays contributed similarly to elasmobranch landings, comprising 50.9% and 48.3%, respectively, of the total recorded catch. Overall landings were dominated by mustelid sharks (Mustelus henlei, Mustelus spp.) and the shovelnose guitarfish (Rhinobatos productus), with Alopias pelagicus, Gymnura spp., Heterodontus mexicanus, Mobula munkiana, Myliobatis californica, and Squatina californica also representing important components of the landings. Alopias vulpinus had previously been unreported for the Gulf of California and a new maximum size record was documented for Myliobatis longirostris. Catch rates (mean elasmobranchs/vessel/trip ± standard error) were lowest during autumn (17.4 ± 3.9) and highest in spring (35.3 ± 14.1). Adult, commonly gravid, A. pelagicus, Carcharhinus falciformis, and R. productus females comprised a disproportionately greater component of the landings than did their male counterparts. Given the decades of largely unrestricted exploitation of elasmobranchs in Mexican waters, population declines and shifts in size structure are likely to have occurred among those species with the lowest fecundity and latest ages at maturity.","2009-06-09","2025-02-21 22:54:00","2025-02-21 22:54:00","2025-02-21 22:54:00","209-236","","2","35","","Cienc. Mar.","The artisanal elasmobranch fishery on the east coast of Baja California, Mexico","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/EQKHZA5Y/The artisanal elasmobranch fishery on the east coa - Smith et al. - 2009.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TPBRWYM","journalArticle","2019","Brasseale, Elizabeth; Grason, Emily W.; McDonald, P. Sean; Adams, Jeff; MacCready, Parker","Larval Transport Modeling Support for Identifying Population Sources of European Green Crab in the Salish Sea","Estuaries and Coasts","","1559-2723, 1559-2731","10.1007/s12237-019-00586-2","http://link.springer.com/10.1007/s12237-019-00586-2","","2019-09","2025-02-21 22:54:02","2025-02-21 22:54:02","2025-02-21 22:54:02","1586-1599","","6","42","","Estuaries and Coasts","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TN9EKHN7","journalArticle","1990","Estes, James A.","Growth and Equilibrium in Sea Otter Populations","The Journal of Animal Ecology","","00218790","10.2307/4870","https://www.jstor.org/stable/4870?origin=crossref","","1990-06","2025-02-21 22:54:03","2025-02-21 22:54:03","2025-02-21 22:54:03","385","","2","59","","The Journal of Animal Ecology","","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5ES47K7","journalArticle","2018","Hameed, So; Elliott, Ml; Morgan, Sg; Jahncke, J","Interannual variation and spatial distribution of decapod larvae in a region of persistent coastal upwelling","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps12408","http://www.int-res.com/abstracts/meps/v587/p55-71/","","2018-01-25","2025-02-21 22:54:04","2025-02-21 22:54:04","2025-02-21 22:54:04","55-71","","","587","","Mar. Ecol. Prog. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/4KB6BNLM/Interannual variation and spatial distribution of - Hameed et al. - 2018.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HNL5PDFD","journalArticle","2018","Keppel, Erica; Tovar-Hernández, Maria Ana; Ruiz, Gregory","New records of the non-indigenous species Branchiomma bairdi and B. conspersum (Polychaeta: Sabellidae) on the Pacific coast of North America","BioInvasions Records","","22421300","10.3391/bir.2018.7.3.03","http://www.reabic.net/journals/bir/2018/Issue3.aspx","","2018","2025-02-21 22:54:07","2025-02-21 22:54:07","2025-02-21 22:54:07","229-236","","3","7","","BIR","New records of the non-indigenous species Branchiomma bairdi and B. conspersum (Polychaeta","","","","","","","","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/39DX48SN/New records of the non-indigenous species Branchio - Keppel et al. - 2018.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6IJQTDSC","journalArticle","2015","Lougheed, Vanessa L.; Hernandez, Christina; Andresen, Christian G.; Miller, Nickole A.; Alexander, Vera; Prentki, Richard","Contrasting responses of phytoplankton and benthic algae to recent nutrient enrichment in Arctic tundra ponds","Freshwater Biology","","0046-5070, 1365-2427","10.1111/fwb.12644","https://onlinelibrary.wiley.com/doi/10.1111/fwb.12644","Summary                                                                Tundra ponds are a dominant feature on the Arctic Coastal Plain, but their response to warming, especially in the long‐term, is largely unknown. Our study assessed changes in algal nutrient limitation over a 40‐year period in historically studied ponds that may have been affected by either human development in the region or increased temperatures leading to permafrost thaw and nutrient release. We also compared nutrient limitation of algae in the pelagic and benthic zones at a landscape level.                                                                          Nutrient diffusing substrata (                     NDS                     ) and bottled nutrient incubations, which expose natural algal communities to known quantities of nitrogen (N) and phosphorus (P), were utilised to determine benthic and phytoplankton algal nutrient limitation, respectively, in a series of ponds on the north slope of Alaska,                     USA                     . This included ponds where phytoplankton nutrient limitation was examined in 1971–1973 as part of the International Biological Program (                     IBP                     ), as well as ponds in a remote protected area and others near the village of Barrow.                                                                                             Nutrient limitation status of phytoplankton has changed since the original                     IBP                     study 40 years ago from P limitation to                     NP                     co‐limitation. One‐third of regional phytoplankton enrichment experiments indicated no nutrient limitation of algal growth, and none exhibited single‐nutrient P limitation. This shift in nutrient limitation was coincident with increased water column nutrients due to degrading permafrost, and to the expansion into the ponds of macrophytes, which may compete with algae for available nitrogen.                                                                                             A comparison of pelagic and benthic experiments across the landscape revealed differences among these zones with a predominance of                     NP                     limitation of phytoplankton and absence of nutrient limitation in the benthic zone, reflecting contrasting nutrient limitation status within the same ponds. Permafrost thaw is probably reintroducing previously frozen stores of P or N to the sediment surface, which are quickly taken up by periphyton but become limited in the water column. Grazing by invertebrates, which were not excluded from the benthic assays, may also have influenced the results.                                                                                             While ponds within the village of Barrow had higher nutrient and algae levels, there was no obvious effect of urban development on nutrient limitation status, nor did development appear to have influenced the historic                     IBP                     pond sites.","2015-10","2025-02-21 22:54:09","2025-02-21 22:54:09","2025-02-21 22:54:09","2169-2186","","10","60","","Freshwater Biology","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V29GCA6I","bookSection","2007","Kohn, Matthew J.; Dettman, David L.","5. Paleoaltimetry from Stable Isotope Compositions of Fossils","Paleoaltimetry","978-1-5015-0860-8","","","https://www.degruyter.com/document/doi/10.1515/9781501508608-007/html","","2007-12-31","2025-02-21 22:54:10","2025-02-21 22:54:10","2025-02-21 22:54:10","119-154","","","","","","","","","","","De Gruyter","","","","","","","DOI.org (Crossref)","","DOI: 10.1515/9781501508608-007","","","","","","Kohn, Matthew J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6C6AZ72Y","journalArticle","2017","Ramos, Je; Ramos-Rodríguez, A; Bazzino Ferreri, G; Kurczyn, Ja; Rivas, D; Salinas-Zavala, Ca","Characterization of the northernmost spawning habitat of Dosidicus gigas with implications for its northwards range extension","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps12140","http://www.int-res.com/abstracts/meps/v572/p179-192/","","2017-05-31","2025-02-21 22:54:11","2025-02-21 22:54:11","2025-02-21 22:54:10","179-192","","","572","","Mar. Ecol. Prog. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/EH7DKLDW/Characterization of the northernmost spawning habi - Ramos et al. - 2017.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2D3QQTG","journalArticle","1998","Lambert, C. C.; Lambert, G.","Non-indigenous ascidians in southern California harbors and marinas","Marine Biology","","0025-3162, 1432-1793","10.1007/s002270050289","http://link.springer.com/10.1007/s002270050289","","1998-03-26","2025-02-21 22:54:15","2025-02-21 22:54:15","2025-02-21 22:54:15","675-688","","4","130","","Marine Biology","","","","","","","","","http://www.springer.com/tdm","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CN9HA9E","journalArticle","2005","Lee, Taehwan; Ó Foighil, Diarmaid","PLACING THE FLORIDIAN MARINE GENETIC DISJUNCTION INTO A REGIONAL EVOLUTIONARY CONTEXT USING THE SCORCHED MUSSEL, BRACHIDONTES EXUSTUS, SPECIES COMPLEX","Evolution","","0014-3820","10.1554/05-193.1","http://www.bioone.org/perlserv/?request=get-abstract&doi=10.1554%2F05-193.1","","2005","2025-02-21 22:54:16","2025-02-21 22:54:16","2025-02-21 22:54:16","2139","","10","59","","Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/2CRN6DS7/PLACING THE FLORIDIAN MARINE GENETIC DISJUNCTION I - Lee and Ó Foighil - 2005.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7SGFGGZ","journalArticle","2014","Mah, Christopher; Neill, Kate; Eléaume, Marc; Foltz, David","New species and global revision of <i>Hippasteria</i> (Hippasterinae: Goniasteridae; Asteroidea; Echinodermata): <i>Hippasteria</i> revision","Zoological Journal of the Linnean Society","","00244082","10.1111/zoj.12131","http://doi.wiley.com/10.1111/zoj.12131","","2014-06","2025-02-21 22:54:19","2025-02-21 22:54:19","2025-02-21 22:54:19","422-456","","2","171","","Zool J Linn Soc","New species and global revision of <i>Hippasteria</i> (Hippasterinae","","","","","","","en","http://doi.wiley.com/10.1002/tdm_license_1","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Y2RPVCY","journalArticle","1995","Barry, J. P.; Baxter, C. H.; Sagarin, R. D.; Gilman, S. E.","Climate-Related, Long-Term Faunal Changes in a California Rocky Intertidal Community","Science","","0036-8075, 1095-9203","10.1126/science.267.5198.672","https://www.science.org/doi/10.1126/science.267.5198.672","Changes in the invertebrate fauna of a California rocky intertidal community between the period 1931 to 1933 and the period 1993 to 1994 indicate that species' ranges shifted northward, consistent with predictions of change associated with climate warming. Of 45 invertebrate species, the abundances of eight of nine southern species increased and the abundances of five of eight northern species decreased. No trend was evident for cosmopolitan species. Annual mean shoreline ocean temperatures at the site increased by 0.75°C during the past 60 years, and mean summer maximum temperatures from 1983 to 1993 were 2.2°C warmer than for the period 1921 to 1931.","1995-02-03","2025-02-21 22:54:19","2025-02-21 22:54:19","2025-02-21 22:54:19","672-675","","5198","267","","Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TWFWHHCL","journalArticle","2014","Rodríguez-Rey, Ghennie T.; Solé-Cava, Antonio M.; Lazoski, Cristiano","Genetic homogeneity and historical expansions of the slipper lobster, Scyllarides brasiliensis, in the south-west Atlantic","Marine and Freshwater Research","","1323-1650","10.1071/MF12359","http://www.publish.csiro.au/?paper=MF12359","Management strategies for fisheries species require understanding their connectivity and population dynamics. The Brazilian slipper lobster, Scyllarides brasiliensis, is one of the most commercially important slipper lobster species in South America. We investigated, for the first time, the population genetic structure and evolutionary history of this species. Analyses of sequences of the cytochrome oxidase I gene (COI) and the control region (CR) did not reveal any significant genetic structure of S. brasiliensis (N = 202) along 2700 km of the Atlantic coast (COI: ΦST = 0.0004, ΦCT = 0–0.005, P > 0.05; CR: ΦST = 0.004, ΦCT = 0–0.029, P > 0.05). The genetic homogeneity found suggests high levels of gene flow along the area that are possibly related to the high dispersal potential of the planktonic larvae of the species. Furthermore, the data indicate that demographic and geographical expansions of this slipper lobster population have occurred during the late and middle Pleistocene, which could be related to the fluctuating environmental conditions of that period.","2014","2025-02-21 22:54:20","2025-02-21 22:54:20","2025-02-21 22:54:20","59","","1","65","","Mar. Freshwater Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/N3I3RM78/Genetic homogeneity and historical expansions of t - Rodríguez-Rey et al. - 2014.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFVP4VBK","journalArticle","2004","Yen, P","Marine bird and cetacean associations with bathymetric habitats and shallow-water topographies: implications for trophic transfer and conservation","Journal of Marine Systems","","09247963","10.1016/S0924-7963(04)00119-8","https://linkinghub.elsevier.com/retrieve/pii/S0924796304001198","","2004-05","2025-02-21 22:54:24","2025-02-21 22:54:24","2025-02-21 22:54:24","","","","","","Journal of Marine Systems","Marine bird and cetacean associations with bathymetric habitats and shallow-water topographies","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2R969S5G","journalArticle","2011","Staaf, Dj; Zeidberg, Ld; Gilly, Wf","Effects of temperature on embryonic development of the Humboldt squid Dosidicus gigas","Marine Ecology Progress Series","","0171-8630, 1616-1599","10.3354/meps09389","http://www.int-res.com/abstracts/meps/v441/p165-175/","","2011-11-15","2025-02-21 22:54:25","2025-02-21 22:54:25","2025-02-21 22:54:25","165-175","","","441","","Mar. Ecol. Prog. Ser.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432SY4QA","journalArticle","2022","Hjálmarsdóttir, Hanna Rósa; Hammer, Øyvind; Nagy, Jenő; Grundvåg, Sten-Andreas","Foraminiferal stratigraphy and palaeoenvironment of a storm-influenced marine shelf: Upper Aptian – lower Albian, Svalbard, Arctic Norway","Cretaceous Research","","01956671","10.1016/j.cretres.2021.105033","https://linkinghub.elsevier.com/retrieve/pii/S0195667121002810","","2022-02","2025-02-21 22:54:26","2025-02-21 22:54:26","2025-02-21 22:54:26","105033","","","130","","Cretaceous Research","Foraminiferal stratigraphy and palaeoenvironment of a storm-influenced marine shelf","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7NG5YX8","journalArticle","2022","Ruvalcaba-Aroche, Erick D.; Sánchez-Velasco, Laura; Beier, Emilio; Barton, Eric D.; Godínez, Víctor M.; Gómez-Gutiérrez, Jaime; Martínez-Rincón, Raúl O.","Ommastrephid squid paralarvae potential nursery habitat in the tropical-subtropical convergence off Mexico","Progress in Oceanography","","00796611","10.1016/j.pocean.2022.102762","https://linkinghub.elsevier.com/retrieve/pii/S0079661122000246","","2022-03","2025-02-21 22:54:27","2025-02-21 22:54:27","2025-02-21 22:54:27","102762","","","202","","Progress in Oceanography","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/IU7N9UUE/Ommastrephid squid paralarvae potential nursery ha - Ruvalcaba-Aroche et al. - 2022.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G8DGRH4L","journalArticle","2014","Moreno-Alcantara, M.; Aceves-Medina, G.; Angulo-Campillo, O.; Murad-Serrano, J. P.","Holoplanktonic molluscs (Gastropoda: Pterotracheoidea, Thecosomata and Gymnosomata) from the southern Mexican Pacific","Journal of Molluscan Studies","","0260-1230, 1464-3766","10.1093/mollus/eyu006","https://academic.oup.com/mollus/article-lookup/doi/10.1093/mollus/eyu006","","2014-05-01","2025-02-21 22:54:33","2025-02-21 22:54:33","2025-02-21 22:54:33","131-138","","2","80","","Journal of Molluscan Studies","Holoplanktonic molluscs (Gastropoda","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/LQF2NXC3/Holoplanktonic molluscs (Gastropoda Pterotracheoi - Moreno-Alcantara et al. - 2014.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHLZRJNF","journalArticle","2013","De Jesús Suárez-Moo, Pablo; Calderon-Aguilera, Luis E.; Reyes-Bonilla, Héctor; Díaz-Erales, Gabriela; Castañeda-Fernandez-de-Lara, Verónica; Aragón-Noriega, Eugenio Alberto; Rocha-Olivares, Axayácatl","Integrating genetic, phenotypic and ecological analyses to assess the variation and clarify the distribution of the Cortes geoduck ( <i>Panopea globosa</i> )","Journal of the Marine Biological Association of the United Kingdom","","0025-3154, 1469-7769","10.1017/S0025315412001464","https://www.cambridge.org/core/product/identifier/S0025315412001464/type/journal_article","The Cortes geoduck (               Panopea globosa               ) has been considered a Gulf of California (GC) endemic but anecdotal and unpublished evidence has suggested its presence in Bahía Magdalena (BM), on the Pacific coast of southern Baja California. Establishing the identity of geoduck clams and their distribution limits is not only of clear biological significance to understand their structural and functional variation, but is also of consequence for their conservation and management, given the multi-million dollar fishery they support in north-west Mexico. We analysed               Panopea               clams from Mexican populations, including BM, using an integrative approach including genetics, morphometrics, and an ecological niche model. Our genetic results (restriction fragment length polymorphisms of nuclear ribosomal DNA and mtDNA cytochrome c oxidase subunit I sequences) clearly identify BM geoducks as               P. globosa               , implying a significant geographical range expansion outside of the GC and refuting its status as endemic to the Gulf. On the other hand, clams from BM were phenotypically different (shell significantly higher) from other Mexican               P. globosa               and               Panopea generosa               specimens, which may account for the confusion in their morphological identification. The ecological niche model for               P. globosa               , integrating ecological and distributional data from the GC, revealed a very low probability (<10%) that this species could successfully occupy BM. Our results and those of others suggest that the Cortes geoduck population in BM may be adapted to specific environmental conditions differing from those experienced by conspecifics inside the Gulf and is likely isolated. This is highly relevant for the management plans of Mexican geoducks.","2013-05","2025-02-21 22:54:35","2025-02-21 22:54:35","2025-02-21 22:54:35","809-816","","3","93","","J. Mar. Biol. Ass.","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJ62KV4V","manuscript","","Anonymous Reviewer","Peer Review #1 of ""Species recovery and recolonization of past habitats: lessons for science and conservation from sea otters in estuaries (v0.1)""","","","","","https://peerj.com/articles/8100v0.1/reviews/1/","","","2025-02-21 22:54:36","2025-02-21 22:54:36","2025-02-21 22:54:36","","","","","","","Peer Review #1 of ""Species recovery and recolonization of past habitats","","","","","","","","","peer review","","","DOI.org (Crossref)","","DOI: 10.7287/peerj.8100v0.1/reviews/1","","/Users/jordanasevigny/Zotero/storage/3VNZIXA5/Peer Review #1 of Species recovery and recoloniza - Anonymous Reviewer - .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK983YED","journalArticle","2007","Cordeiro, James (Jay) R.","Confirmed absence of a relict population of Gonidea angulata (Lea, 1838) (Mollusca: Bivalvia: Unionidae) in Colorado","American Malacological Bulletin","","0740-2783, 0740-2783","10.4003/0740-2783-22.1.165","http://www.bioone.org/doi/abs/10.4003/0740-2783-22.1.165","","2007-03","2025-02-21 22:54:38","2025-02-21 22:54:38","2025-02-21 22:54:38","165-167","","1","22","","American Malacological Bulletin","Confirmed absence of a relict population of Gonidea angulata (Lea, 1838) (Mollusca","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jordanasevigny/Zotero/storage/CLB5DGCQ/Confirmed absence of a relict population of Gonide - Cordeiro - 2007.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6RW5PKQ","journalArticle","2009","Helenes, J.; Carreño, A.L.; Carrillo, R.M.","Middle to late Miocene chronostratigraphy and development of the northern Gulf of California","Marine Micropaleontology","","03778398","10.1016/j.marmicro.2009.02.003","https://linkinghub.elsevier.com/retrieve/pii/S037783980900022X","","2009-06","2025-02-21 22:54:40","2025-02-21 22:54:40","2025-02-21 22:54:40","10-25","","1-2","72","","Marine Micropaleontology","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
